latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
4.174,32.146,336.3,1,1,2020-01-14,1125,A,86,6.0NRT,309.8,24.2,D
4.132,31.855,321.6,1,1,2020-01-14,1125,A,56,6.0NRT,302.6,9.1,D
4.131,31.846,376,1,1,2020-01-14,1125,A,100,6.0NRT,307.1,130.3,D
4.13,31.837,334,1,1,2020-01-14,1125,A,84,6.0NRT,304.3,24.3,D
4.105,31.666,328.6,1,1,2020-01-14,1125,A,79,6.0NRT,306.2,16,D
3.866,30.003,317.9,1,1,2020-01-14,1125,A,61,6.0NRT,301.7,9.5,D
4.556,34.79,332.6,1.4,1.2,2020-01-14,1125,A,78,6.0NRT,310.8,14.8,D
4.184,32.154,326.8,1,1,2020-01-14,1125,A,73,6.0NRT,308.1,11.4,D
4.171,32.063,327.6,1,1,2020-01-14,1125,A,55,6.0NRT,307.9,12.7,D
4.17,32.054,330.3,1,1,2020-01-14,1125,A,66,6.0NRT,306.1,16.9,D
4.141,31.854,328.1,1,1,2020-01-14,1125,A,54,6.0NRT,306.8,15,D
4.14,31.845,364.9,1,1,2020-01-14,1125,A,100,6.0NRT,309.4,90.4,D
4.139,31.836,344.6,1,1,2020-01-14,1125,A,91,6.0NRT,305.9,41.3,D
4.063,31.307,325.6,1,1,2020-01-14,1125,A,75,6.0NRT,306.1,11.2,D
4.054,31.245,348.5,1,1,2020-01-14,1125,A,94,6.0NRT,306.1,46.3,D
4.053,31.236,328.3,1,1,2020-01-14,1125,A,70,6.0NRT,307,14.3,D
3.979,30.719,320.2,1,1,2020-01-14,1125,A,62,6.0NRT,304.5,8.3,D
3.855,29.862,318.8,1.1,1,2020-01-14,1125,A,64,6.0NRT,303.4,9.2,D
3.708,28.844,316,1.2,1.1,2020-01-14,1125,A,33,6.0NRT,301.6,6.3,D
3.706,28.834,317.5,1.2,1.1,2020-01-14,1125,A,51,6.0NRT,303.4,8.4,D
4.567,34.789,330.9,1.4,1.2,2020-01-14,1125,A,68,6.0NRT,308.8,11.4,D
4.565,34.776,332.8,1.4,1.2,2020-01-14,1125,A,78,6.0NRT,311.3,16.9,D
4.178,32.043,326.6,1,1,2020-01-14,1125,A,46,6.0NRT,309.2,12,D
4.149,31.844,334.9,1,1,2020-01-14,1125,A,85,6.0NRT,308.8,25.1,D
4.098,31.484,322,1,1,2020-01-14,1125,A,70,6.0NRT,303.9,11.1,D
4.096,31.475,317.8,1,1,2020-01-14,1125,A,49,6.0NRT,302.4,6.7,D
4.093,31.449,321.3,1,1,2020-01-14,1125,A,67,6.0NRT,304.3,9.8,D
4.077,31.342,321.9,1,1,2020-01-14,1125,A,48,6.0NRT,306.6,7,D
4.076,31.333,335.6,1,1,2020-01-14,1125,A,85,6.0NRT,307,23.8,D
4.063,31.244,322.8,1,1,2020-01-14,1125,A,46,6.0NRT,305,7.8,D
4.019,30.932,319.4,1,1,2020-01-14,1125,A,55,6.0NRT,306.3,6.8,D
3.932,30.33,320.9,1,1,2020-01-14,1125,A,68,6.0NRT,303.6,10.9,D
3.719,28.853,325.8,1.2,1.1,2020-01-14,1125,A,77,6.0NRT,303,17.7,D
3.702,28.739,315.6,1.2,1.1,2020-01-14,1125,A,58,6.0NRT,303.7,7.2,D
3.622,28.186,314.5,1.3,1.1,2020-01-14,1125,A,50,6.0NRT,299.9,8.8,D
3.62,28.175,316.6,1.3,1.1,2020-01-14,1125,A,63,6.0NRT,299.9,11.8,D
3.379,26.536,324.6,1.7,1.3,2020-01-14,1125,A,78,6.0NRT,300,34.4,D
3.377,26.521,333.9,1.7,1.3,2020-01-14,1125,A,86,6.0NRT,301.2,59.4,D
4.577,34.787,331.5,1.4,1.2,2020-01-14,1125,A,69,6.0NRT,309,13.8,D
4.13,31.644,318.8,1,1,2020-01-14,1125,A,47,6.0NRT,304.6,6.1,D
4.088,31.349,335.1,1,1,2020-01-14,1125,A,85,6.0NRT,305.4,24.1,D
4.02,30.877,328.9,1,1,2020-01-14,1125,A,79,6.0NRT,304.3,17.3,D
4.019,30.868,344.8,1,1,2020-01-14,1125,A,92,6.0NRT,305.1,42.3,D
3.994,30.698,334.4,1,1,2020-01-14,1125,A,84,6.0NRT,305.7,24.7,D
3.993,30.689,319.7,1,1,2020-01-14,1125,A,63,6.0NRT,304.5,7.8,D
3.959,30.456,315.3,1,1,2020-01-14,1125,A,45,6.0NRT,301.5,6.7,D
3.899,30.036,326.6,1,1,2020-01-14,1125,A,77,6.0NRT,301.6,17.8,D
3.898,30.027,315.2,1,1,2020-01-14,1125,A,45,6.0NRT,301.3,6.2,D
3.867,29.812,338,1.1,1,2020-01-14,1125,A,88,6.0NRT,305.5,34,D
3.728,28.852,352.8,1.2,1.1,2020-01-14,1125,A,96,6.0NRT,304.2,73,D
4.351,33.13,329.2,1.1,1.1,2020-01-14,1125,A,72,6.0NRT,307.8,17.7,D
4.322,32.923,323.5,1.1,1,2020-01-14,1125,A,49,6.0NRT,304.2,11.4,D
4.211,32.15,321.5,1,1,2020-01-14,1125,A,53,6.0NRT,305.9,6.4,D
4.193,32.022,331.5,1,1,2020-01-14,1125,A,73,6.0NRT,307.4,16.1,D
4.192,32.013,359.3,1,1,2020-01-14,1125,A,99,6.0NRT,307.3,72.9,D
4.015,30.778,328.9,1,1,2020-01-14,1125,A,79,6.0NRT,304.6,17.4,D
3.864,29.726,316.1,1.1,1,2020-01-14,1125,A,50,6.0NRT,302.4,6.9,D
3.738,28.85,327.6,1.2,1.1,2020-01-14,1125,A,79,6.0NRT,303.9,20.5,D
4.379,33.294,318.6,1.1,1.1,2020-01-14,1125,A,36,6.0NRT,305.4,8.2,D
4.357,33.133,343,1.1,1.1,2020-01-14,1125,A,90,6.0NRT,307.3,43.7,D
4.34,33.015,322.4,1.1,1,2020-01-14,1125,A,56,6.0NRT,303.7,10.9,D
4.328,32.927,321.5,1.1,1,2020-01-14,1125,A,45,6.0NRT,304.1,9.3,D
4.327,32.917,325.6,1.1,1,2020-01-14,1125,A,69,6.0NRT,306.1,14.7,D
4.201,32.016,325.1,1,1,2020-01-14,1125,A,41,6.0NRT,308.7,10.3,D
4.104,31.332,321.6,1,1,2020-01-14,1125,A,65,6.0NRT,306.9,8.3,D
4.079,31.163,323.1,1,1,2020-01-14,1125,A,70,6.0NRT,304.1,11.1,D
4.04,30.887,321.6,1,1,2020-01-14,1125,A,64,6.0NRT,302.8,9.7,D
4.037,30.869,328.6,1,1,2020-01-14,1125,A,62,6.0NRT,303.9,15.8,D
4.036,30.86,351,1,1,2020-01-14,1125,A,95,6.0NRT,309.1,54.4,D
4.366,33.132,336.6,1.1,1.1,2020-01-14,1125,A,81,6.0NRT,308.8,30.2,D
4.351,33.023,323.9,1.1,1,2020-01-14,1125,A,68,6.0NRT,308,12.6,D
4.35,33.013,328.9,1.1,1,2020-01-14,1125,A,76,6.0NRT,306.6,19.6,D
4.193,31.896,324.3,1,1,2020-01-14,1125,A,71,6.0NRT,304.6,12.1,D
4.192,31.887,317,1,1,2020-01-14,1125,A,39,6.0NRT,304.5,4.8,D
4.161,31.671,328.1,1,1,2020-01-14,1125,A,66,6.0NRT,305.1,14,D
4.049,30.886,321.9,1,1,2020-01-14,1125,A,67,6.0NRT,304.9,10.4,D
4.045,30.859,320.6,1,1,2020-01-14,1125,A,64,6.0NRT,305.7,8.5,D
4.007,30.599,326.6,1,1,2020-01-14,1125,A,71,6.0NRT,304.4,15.1,D
3.926,30.036,318.6,1,1,2020-01-14,1125,A,61,6.0NRT,302.6,8.7,D
3.924,30.026,319.2,1,1,2020-01-14,1125,A,63,6.0NRT,302.9,8.9,D
3.612,27.923,316.7,1.3,1.1,2020-01-14,1125,A,46,6.0NRT,303.4,7.8,D
4.234,32.123,321.9,1,1,2020-01-14,1125,A,30,6.0NRT,307.5,5.2,D
4.233,32.113,325.6,1,1,2020-01-14,1125,A,70,6.0NRT,309,9.3,D
4.183,31.759,339.8,1,1,2020-01-14,1125,A,88,6.0NRT,305.6,32.1,D
4.181,31.75,325.2,1,1,2020-01-14,1125,A,30,6.0NRT,305.6,11.7,D
4.17,31.67,324.6,1,1,2020-01-14,1125,A,27,6.0NRT,305.3,9.9,D
4.161,31.607,327.5,1,1,2020-01-14,1125,A,76,6.0NRT,306.4,14.3,D
3.693,28.396,318.7,1.2,1.1,2020-01-14,1125,A,66,6.0NRT,303.1,12.7,D
3.692,28.385,314.2,1.2,1.1,2020-01-14,1125,A,52,6.0NRT,302.6,7.5,D
4.193,31.767,326.4,1,1,2020-01-14,1125,A,31,6.0NRT,308.9,12.8,D
4.192,31.758,325,1,1,2020-01-14,1125,A,48,6.0NRT,306.4,11.7,D
4.185,31.713,336.5,1,1,2020-01-14,1125,A,81,6.0NRT,305.7,25.6,D
4.184,31.704,360.1,1,1,2020-01-14,1125,A,100,6.0NRT,308.5,74.7,D
4.178,31.659,337.5,1,1,2020-01-14,1125,A,75,6.0NRT,307.4,25.6,D
4.114,31.213,322.4,1,1,2020-01-14,1125,A,68,6.0NRT,304,11.1,D
4.025,30.597,316.8,1,1,2020-01-14,1125,A,27,6.0NRT,302.8,5.7,D
4.024,30.588,324.6,1,1,2020-01-14,1125,A,72,6.0NRT,302.7,13.6,D
4.014,30.516,320.7,1,1,2020-01-14,1125,A,65,6.0NRT,302.2,10.3,D
3.992,30.362,330.2,1,1,2020-01-14,1125,A,80,6.0NRT,302.9,22.2,D
3.99,30.353,317.6,1,1,2020-01-14,1125,A,56,6.0NRT,303,8.2,D
3.963,30.162,325.2,1,1,2020-01-14,1125,A,74,6.0NRT,304,15.6,D
3.955,30.107,318.1,1,1,2020-01-14,1125,A,41,6.0NRT,304.6,8.1,D
3.952,30.088,315.3,1,1,2020-01-14,1125,A,36,6.0NRT,302.1,6.4,D
3.74,28.642,321.7,1.2,1.1,2020-01-14,1125,A,72,6.0NRT,304.2,15,D
3.738,28.631,319.1,1.2,1.1,2020-01-14,1125,A,67,6.0NRT,302.3,11.8,D
3.659,28.094,324.6,1.3,1.1,2020-01-14,1125,A,76,6.0NRT,301.8,23.3,D
3.657,28.082,317.6,1.3,1.1,2020-01-14,1125,A,65,6.0NRT,300.7,12.5,D
4.233,31.983,327.2,1,1,2020-01-14,1125,A,53,6.0NRT,311.2,10,D
4.193,31.703,331.7,1,1,2020-01-14,1125,A,75,6.0NRT,310.8,18.1,D
4.189,31.676,331.7,1,1,2020-01-14,1125,A,62,6.0NRT,307.8,17.1,D
4.184,31.64,337.9,1,1,2020-01-14,1125,A,87,6.0NRT,306.8,26.4,D
4.079,30.908,322.7,1,1,2020-01-14,1125,A,69,6.0NRT,302.7,12.3,D
3.972,30.16,316.6,1,1,2020-01-14,1125,A,28,6.0NRT,303,6.4,D
3.966,30.124,333.6,1,1,2020-01-14,1125,A,83,6.0NRT,302.2,25.4,D
3.477,26.81,320.3,1.6,1.2,2020-01-14,1125,A,73,6.0NRT,303.7,19.1,D
4.203,31.711,327.1,1,1,2020-01-14,1125,A,65,6.0NRT,307.5,12.2,D
4.194,31.648,327.7,1,1,2020-01-14,1125,A,41,6.0NRT,306,11.7,D
4.193,31.639,334.7,1,1,2020-01-14,1125,A,84,6.0NRT,308.3,21.5,D
4.124,31.157,326,1,1,2020-01-14,1125,A,74,6.0NRT,304,13.8,D
4.106,31.032,319.1,1,1,2020-01-14,1125,A,59,6.0NRT,304.7,7.4,D
4.105,31.023,318.6,1,1,2020-01-14,1125,A,58,6.0NRT,304,7.2,D
4.051,30.648,321.9,1,1,2020-01-14,1125,A,34,6.0NRT,306.3,7.1,D
4.003,30.314,317.8,1,1,2020-01-14,1125,A,57,6.0NRT,302.1,8.3,D
3.977,30.132,322.7,1,1,2020-01-14,1125,A,46,6.0NRT,300.8,11.1,D
4.248,31.962,326.4,1,1,2020-01-14,1125,A,57,6.0NRT,311.2,8.9,D
4.247,31.953,335.2,1,1,2020-01-14,1125,A,84,6.0NRT,308.5,21.9,D
4.237,31.881,360.8,1,1,2020-01-14,1125,A,100,6.0NRT,309.3,78.3,D
4.203,31.646,324.3,1,1,2020-01-14,1125,A,36,6.0NRT,307.4,8.3,D
4.202,31.637,329.3,1,1,2020-01-14,1125,A,77,6.0NRT,308.5,14,D
4.102,30.942,353.5,1,1,2020-01-14,1125,A,96,6.0NRT,306.1,59.7,D
4.101,30.933,329.3,1,1,2020-01-14,1125,A,77,6.0NRT,304.3,17.4,D
3.988,30.149,320.8,1,1,2020-01-14,1125,A,37,6.0NRT,301.1,9.8,D
3.96,29.955,336.3,1,1,2020-01-14,1125,A,86,6.0NRT,304,28.9,D
3.959,29.946,322.3,1,1,2020-01-14,1125,A,69,6.0NRT,304.1,10.7,D
3.542,27.093,317.2,1.5,1.2,2020-01-14,1125,A,68,6.0NRT,302.3,16,D
4.291,32.199,322.2,1,1,2020-01-14,1125,A,67,6.0NRT,303.4,12.1,D
4.069,30.645,320.2,1,1,2020-01-14,1125,A,50,6.0NRT,304.9,6,D
4.068,30.636,321.1,1,1,2020-01-14,1125,A,52,6.0NRT,305.3,7.6,D
3.993,30.12,317.3,1,1,2020-01-14,1125,A,15,6.0NRT,301.7,7.2,D
3.969,29.954,338.4,1,1,2020-01-14,1125,A,87,6.0NRT,304.7,32.8,D
3.968,29.944,324.9,1,1,2020-01-14,1125,A,74,6.0NRT,306,14,D
4.282,32.069,330.2,1,1,2020-01-14,1125,A,79,6.0NRT,310.8,16.3,D
4.281,32.06,331.3,1,1,2020-01-14,1125,A,80,6.0NRT,308.1,17.8,D
3.996,30.073,327.4,1,1,2020-01-14,1125,A,77,6.0NRT,304.1,18.1,D
3.995,30.063,332.4,1,1,2020-01-14,1125,A,82,6.0NRT,304.3,25.1,D
4.467,33.302,322.7,1.1,1.1,2020-01-14,1125,A,49,6.0NRT,308.2,8.3,D
4.226,31.616,362.7,1,1,2020-01-14,1125,A,100,6.0NRT,309.3,81.4,D
4.203,31.455,341.1,1,1,2020-01-14,1125,A,89,6.0NRT,307.8,32.8,D
4.202,31.446,355.1,1,1,2020-01-14,1125,A,97,6.0NRT,309.8,61.9,D
4.201,31.437,362.5,1,1,2020-01-14,1125,A,100,6.0NRT,308,81.2,D
4.075,30.562,318.9,1,1,2020-01-14,1125,A,59,6.0NRT,303.4,8,D
4.043,30.336,315.8,1,1,2020-01-14,1125,A,43,6.0NRT,301.8,6.5,D
4.042,30.327,327.5,1,1,2020-01-14,1125,A,77,6.0NRT,302.3,18.6,D
4.035,30.282,317.9,1,1,2020-01-14,1125,A,55,6.0NRT,302.6,7,D
4.034,30.273,325.9,1,1,2020-01-14,1125,A,75,6.0NRT,303.8,15.6,D
4.033,30.263,319.3,1,1,2020-01-14,1125,A,58,6.0NRT,303.9,8.2,D
4.473,33.305,324.8,1.1,1.1,2020-01-14,1125,A,47,6.0NRT,307.9,12.1,D
4.258,31.77,326.6,1,1,2020-01-14,1125,A,74,6.0NRT,305.2,14.6,D
4.237,31.617,325.6,1,1,2020-01-14,1125,A,72,6.0NRT,306.6,13,D
4.213,31.447,320.2,1,1,2020-01-14,1125,A,37,6.0NRT,307.2,7.3,D
4.205,31.393,329.4,1,1,2020-01-14,1125,A,78,6.0NRT,305.4,17.4,D
4.204,31.384,322.5,1,1,2020-01-14,1125,A,67,6.0NRT,304.8,9.8,D
4.119,30.796,326.5,1,1,2020-01-14,1125,A,74,6.0NRT,306.3,15.4,D
4.073,30.473,319,1,1,2020-01-14,1125,A,54,6.0NRT,303.2,8.2,D
3.987,29.888,317,1,1,2020-01-14,1125,A,58,6.0NRT,303.2,7.5,D
4.342,32.298,328.9,1,1,2020-01-14,1125,A,77,6.0NRT,303,21,D
4.288,31.913,319.2,1,1,2020-01-14,1125,A,40,6.0NRT,306.6,6.5,D
4.267,31.768,321.1,1,1,2020-01-14,1125,A,62,6.0NRT,306.1,9.1,D
4.171,31.089,331.7,1,1,2020-01-14,1125,A,81,6.0NRT,306.7,21.6,D
4.146,30.919,318.9,1,1,2020-01-14,1125,A,48,6.0NRT,304.2,6.8,D
4.14,30.875,320.4,1,1,2020-01-14,1125,A,25,6.0NRT,306.3,6.5,D
4.136,30.848,320,1,1,2020-01-14,1125,A,38,6.0NRT,306.7,6.5,D
4.105,30.634,322.7,1,1,2020-01-14,1125,A,63,6.0NRT,305.2,9.9,D
4.083,30.481,331.7,1,1,2020-01-14,1125,A,81,6.0NRT,303.6,21.8,D
4.082,30.472,327.1,1,1,2020-01-14,1125,A,76,6.0NRT,304.9,16,D
4.015,30.016,335.9,1,1,2020-01-14,1125,A,86,6.0NRT,304.6,29.8,D
4.014,30.007,321.5,1,1,2020-01-14,1125,A,68,6.0NRT,301.9,10.8,D
4.641,34.383,326.4,1.3,1.1,2020-01-14,1125,A,67,6.0NRT,307.4,18.8,D
4.187,31.141,362.8,1,1,2020-01-14,1125,A,100,6.0NRT,309.5,82.8,D
4.186,31.132,332.8,1,1,2020-01-14,1125,A,82,6.0NRT,306,21.9,D
4.006,29.885,313.9,1,1,2020-01-14,1125,A,21,6.0NRT,301.8,4.3,D
3.724,27.983,315.8,1.3,1.1,2020-01-14,1125,A,54,6.0NRT,302.3,10.1,D
3.723,27.972,314.9,1.3,1.1,2020-01-14,1125,A,52,6.0NRT,301.8,8.6,D
4.656,34.417,335.7,1.3,1.1,2020-01-14,1125,A,82,6.0NRT,308.7,34.4,D
4.088,30.388,322.3,1,1,2020-01-14,1125,A,68,6.0NRT,304,11,D
4.668,34.427,325.1,1.3,1.1,2020-01-14,1125,A,51,6.0NRT,308,11.4,D
4.351,32.165,326.2,1,1,2020-01-14,1125,A,73,6.0NRT,308.3,13.7,D
4.35,32.156,321.5,1,1,2020-01-14,1125,A,63,6.0NRT,306.5,8.1,D
4.296,31.773,318.2,1,1,2020-01-14,1125,A,49,6.0NRT,304.6,6.2,D
4.294,31.764,322.7,1,1,2020-01-14,1125,A,67,6.0NRT,305.4,10.7,D
4.224,31.272,336.5,1,1,2020-01-14,1125,A,85,6.0NRT,306.6,23.3,D
4.191,31.04,318.9,1,1,2020-01-14,1125,A,52,6.0NRT,304.8,6,D
4.129,30.612,318.4,1,1,2020-01-14,1125,A,46,6.0NRT,303,5.8,D
4.355,32.127,348.7,1,1,2020-01-14,1125,A,94,6.0NRT,309.2,49.4,D
4.354,32.117,342.5,1,1,2020-01-14,1125,A,90,6.0NRT,307.7,37.1,D
4.268,31.512,324.7,1,1,2020-01-14,1125,A,47,6.0NRT,310.1,8.6,D
4.234,31.279,324.3,1,1,2020-01-14,1125,A,47,6.0NRT,308.1,7.3,D
4.233,31.271,326,1,1,2020-01-14,1125,A,74,6.0NRT,306.9,9.8,D
4.214,31.137,320.5,1,1,2020-01-14,1125,A,42,6.0NRT,304.9,6.4,D
4.119,30.475,319.4,1,1,2020-01-14,1125,A,55,6.0NRT,305.7,7.4,D
4.118,30.466,329.2,1,1,2020-01-14,1125,A,78,6.0NRT,303.1,18.3,D
4.101,30.349,317.3,1,1,2020-01-14,1125,A,39,6.0NRT,304.8,6.1,D
4.099,30.34,346,1,1,2020-01-14,1125,A,92,6.0NRT,306.2,45.9,D
4.345,31.988,325.8,1,1,2020-01-14,1125,A,71,6.0NRT,309.6,9.4,D
4.283,31.555,327.2,1,1,2020-01-14,1125,A,26,6.0NRT,309.7,9.1,D
4.247,31.305,324.9,1,1,2020-01-14,1125,A,50,6.0NRT,307.7,7.5,D
4.127,30.465,329.2,1,1,2020-01-14,1125,A,78,6.0NRT,303.1,18.7,D
4.104,30.311,317.6,1,1,2020-01-14,1125,A,38,6.0NRT,302.8,6,D
4.103,30.302,319.8,1,1,2020-01-14,1125,A,59,6.0NRT,302.3,8.4,D
4.094,30.239,320.2,1,1,2020-01-14,1125,A,65,6.0NRT,303.3,10.3,D
4.056,29.972,316.5,1,1,2020-01-14,1125,A,55,6.0NRT,304.3,7,D
4.054,29.963,320.9,1,1,2020-01-14,1125,A,68,6.0NRT,303.4,11.1,D
4.052,29.945,352.5,1,1,2020-01-14,1125,A,96,6.0NRT,303.5,63,D
4.05,29.935,317.5,1,1,2020-01-14,1125,A,59,6.0NRT,302.4,7.9,D
3.795,28.182,313.4,1.3,1.1,2020-01-14,1125,A,43,6.0NRT,301.9,7.9,D
4.375,32.133,334,1,1,2020-01-14,1125,A,82,6.0NRT,308.4,23.5,D
4.373,32.124,327,1,1,2020-01-14,1125,A,74,6.0NRT,307.3,14.2,D
4.345,31.923,322.3,1,1,2020-01-14,1125,A,65,6.0NRT,306.6,9.6,D
4.291,31.545,327.4,1,1,2020-01-14,1125,A,59,6.0NRT,309.1,9.8,D
4.252,31.277,328.9,1,1,2020-01-14,1125,A,33,6.0NRT,307.3,11,D
4.22,31.054,334.3,1,1,2020-01-14,1125,A,83,6.0NRT,306.2,23.8,D
4.219,31.045,320.8,1,1,2020-01-14,1125,A,63,6.0NRT,304,7.6,D
4.174,30.733,320.5,1,1,2020-01-14,1125,A,60,6.0NRT,303.9,7.5,D
4.13,30.428,318,1,1,2020-01-14,1125,A,56,6.0NRT,303.2,7.7,D
4.061,29.943,327.6,1,1,2020-01-14,1125,A,78,6.0NRT,302.2,18.2,D
4.431,32.466,322.6,1.1,1,2020-01-14,1125,A,45,6.0NRT,307.9,9.4,D
4.19,30.777,321.3,1,1,2020-01-14,1125,A,63,6.0NRT,304.6,8.9,D
4.188,30.768,326.4,1,1,2020-01-14,1125,A,74,6.0NRT,304.7,14.3,D
4.087,30.062,324.2,1,1,2020-01-14,1125,A,54,6.0NRT,306.5,13.2,D
4.498,32.866,328.4,1.1,1,2020-01-14,1125,A,75,6.0NRT,308,15.9,D
4.479,32.731,319.3,1.1,1,2020-01-14,1125,A,48,6.0NRT,305.3,7.7,D
4.477,32.721,319.4,1.1,1,2020-01-14,1125,A,49,6.0NRT,305.5,7.6,D
4.476,32.712,333.3,1.1,1,2020-01-14,1125,A,81,6.0NRT,306.6,24.1,D
4.441,32.465,328.4,1.1,1,2020-01-14,1125,A,69,6.0NRT,307.6,15.8,D
4.438,32.446,362.9,1.1,1,2020-01-14,1125,A,100,6.0NRT,308.9,88.2,D
4.436,32.437,326.4,1.1,1,2020-01-14,1125,A,58,6.0NRT,304.3,13.5,D
4.271,31.283,324.1,1,1,2020-01-14,1125,A,47,6.0NRT,309.1,6.5,D
4.104,30.116,319.3,1,1,2020-01-14,1125,A,49,6.0NRT,303.1,7.4,D
4.103,30.107,318.7,1,1,2020-01-14,1125,A,56,6.0NRT,302.7,7.4,D
4.097,30.07,326.9,1,1,2020-01-14,1125,A,57,6.0NRT,303.7,14.9,D
4.096,30.061,372.6,1,1,2020-01-14,1125,A,100,6.0NRT,307.6,120.2,D
3.777,27.845,318.9,1.3,1.1,2020-01-14,1125,A,68,6.0NRT,302.7,10.3,D
3.646,26.947,314.1,1.5,1.2,2020-01-14,1125,A,50,6.0NRT,301.1,10.3,D
3.626,26.809,311.9,1.6,1.2,2020-01-14,1125,A,44,6.0NRT,300.3,9.2,D
3.601,26.639,322.3,1.6,1.3,2020-01-14,1125,A,75,6.0NRT,302.6,23.2,D
3.599,26.625,320.9,1.6,1.3,2020-01-14,1125,A,73,6.0NRT,300.9,20.3,D
4.329,31.625,332.8,1,1,2020-01-14,1125,A,77,6.0NRT,304.3,17.4,D
4.328,31.616,337.9,1,1,2020-01-14,1125,A,86,6.0NRT,305.4,25.1,D
4.291,31.357,327.5,1,1,2020-01-14,1125,A,38,6.0NRT,310.7,11.7,D
4.202,30.733,320.5,1,1,2020-01-14,1125,A,62,6.0NRT,304.6,9,D
4.144,30.337,341.5,1,1,2020-01-14,1125,A,89,6.0NRT,305.5,37.6,D
4.143,30.328,332.8,1,1,2020-01-14,1125,A,82,6.0NRT,306,24.1,D
4.105,30.063,337.4,1,1,2020-01-14,1125,A,87,6.0NRT,303.6,31.5,D
4.103,30.054,322.5,1,1,2020-01-14,1125,A,59,6.0NRT,302.3,11.3,D
3.773,27.84,321.5,1.3,1.1,2020-01-14,1125,A,73,6.0NRT,302.4,14,D
4.504,32.8,321.1,1.1,1,2020-01-14,1125,A,47,6.0NRT,305.9,8.4,D
4.393,32.013,326.4,1,1,2020-01-14,1125,A,53,6.0NRT,304.1,12.7,D
4.34,31.633,346,1,1,2020-01-14,1125,A,92,6.0NRT,306.4,40.9,D
4.122,30.117,343.9,1,1,2020-01-14,1125,A,91,6.0NRT,304.6,43,D
4.12,30.108,320.7,1,1,2020-01-14,1125,A,62,6.0NRT,303,10,D
4.097,29.951,318.9,1,1,2020-01-14,1125,A,16,6.0NRT,303.5,7.5,D
4.07,29.765,319.2,1.1,1,2020-01-14,1125,A,66,6.0NRT,303.5,9.4,D
3.648,26.941,317.3,1.5,1.2,2020-01-14,1125,A,67,6.0NRT,301.6,15.5,D
3.6,26.634,328,1.6,1.3,2020-01-14,1125,A,81,6.0NRT,302.7,36,D
4.485,32.598,322.6,1.1,1,2020-01-14,1125,A,54,6.0NRT,308.3,9.2,D
4.401,32.002,328.2,1,1,2020-01-14,1125,A,33,6.0NRT,305.7,14.4,D
4.39,31.92,320.5,1,1,2020-01-14,1125,A,57,6.0NRT,305.5,7.7,D
4.35,31.641,348.8,1,1,2020-01-14,1125,A,94,6.0NRT,307.5,47.6,D
4.349,31.632,329.1,1,1,2020-01-14,1125,A,46,6.0NRT,309,14.3,D
4.309,31.354,348.3,1,1,2020-01-14,1125,A,93,6.0NRT,311.4,42.2,D
4.293,31.238,343.1,1,1,2020-01-14,1125,A,90,6.0NRT,308.5,35.1,D
4.275,31.113,329,1,1,2020-01-14,1125,A,77,6.0NRT,307,16.2,D
4.247,30.917,319.3,1,1,2020-01-14,1125,A,44,6.0NRT,305.8,6,D
4.209,30.658,316.6,1,1,2020-01-14,1125,A,39,6.0NRT,303.8,5.1,D
4.198,30.578,317.2,1,1,2020-01-14,1125,A,47,6.0NRT,302.2,6.9,D
4.141,30.189,314.8,1,1,2020-01-14,1125,A,27,6.0NRT,302.5,5.6,D
4.108,29.959,326.4,1,1,2020-01-14,1125,A,56,6.0NRT,305.6,14.9,D
4.107,29.95,335.7,1,1,2020-01-14,1125,A,86,6.0NRT,304.9,28.2,D
3.769,27.67,319.2,1.4,1.2,2020-01-14,1125,A,69,6.0NRT,304.5,10.4,D
3.767,27.658,323.9,1.4,1.2,2020-01-14,1125,A,76,6.0NRT,305,17.4,D
3.671,27.021,324.2,1.5,1.2,2020-01-14,1125,A,77,6.0NRT,301.5,26.2,D
4.535,32.885,323.6,1.1,1,2020-01-14,1125,A,46,6.0NRT,306.9,13.2,D
4.41,32.001,325,1,1,2020-01-14,1125,A,37,6.0NRT,304.4,10.9,D
4.318,31.353,342.8,1,1,2020-01-14,1125,A,90,6.0NRT,311,32.7,D
4.293,31.174,352.4,1,1,2020-01-14,1125,A,96,6.0NRT,308.4,54.4,D
4.291,31.166,360.7,1,1,2020-01-14,1125,A,100,6.0NRT,307.2,74.7,D
4.133,30.069,326.9,1,1,2020-01-14,1125,A,76,6.0NRT,304.1,15.4,D
4.132,30.059,322.8,1,1,2020-01-14,1125,A,52,6.0NRT,305.1,10.6,D
4.118,29.967,319.4,1,1,2020-01-14,1125,A,32,6.0NRT,302.8,8.1,D
4.117,29.958,328.9,1,1,2020-01-14,1125,A,79,6.0NRT,304,19.2,D
4.116,29.949,328.7,1,1,2020-01-14,1125,A,77,6.0NRT,303.5,18.8,D
3.797,27.788,315.8,1.3,1.1,2020-01-14,1125,A,62,6.0NRT,302.7,7.6,D
4.517,32.69,344.9,1.1,1,2020-01-14,1125,A,91,6.0NRT,310.2,42.9,D
4.317,31.28,324,1,1,2020-01-14,1125,A,64,6.0NRT,308.7,5.8,D
4.142,30.067,322.8,1,1,2020-01-14,1125,A,62,6.0NRT,304.1,11.3,D
